,Pluvial Flood - 20 year return period_mean,rawmean,normed
0,0.0022130562500520187,17.8414590018,0.00022130562500520187
1,0.0047500003129243851,0.00475000031292,0.00047500003129243853
2,0.0,0.0,0.0
3,0.15605269372463226,30.4240519206,0.015605269372463227
4,0.12721982209578805,0.127219822096,0.012721982209578805
5,0.032397280721103441,128.105168269,0.0032397280721103441
6,0.049327469789064847,0.0493274697891,0.0049327469789064845
7,0.0,0.0,0.0
8,0.29251384735107422,0.292513847351,0.029251384735107421
9,0.028314569900775778,0.0283145678454,0.0028314569900775776
10,0.0,52.5789473684,0.0
11,0.16510783542286267,43.5927124023,0.016510783542286266
12,0.063648956162588935,0.0636489561626,0.0063648956162588935
13,0.03358785102241918,0.0335878510224,0.003358785102241918
14,0.0,0.0,0.0
15,0.019000000187328885,0.0190000001873,0.0019000000187328885
16,0.25580889838082449,0.255808898381,0.02558088983808245
17,0.19736895561218262,0.197368955612,0.019736895561218264
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,71.3571428571,0.0
